winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser,date
Niculescu M.,Minella M.,1.777352606880176,0.974961722717511,0.4762338247329089,0.5945801296978757,1.25,3.75,2013-01-07
Cirstea S.,Bratchikova N.,1.8436595328908763,0.6727624290089752,0.4933986953192115,0.6210683454453062,1.33,3.25,2013-01-07
Shvedova Y.,Dominguez Lino L.,2.0367319784766362,1.6661408246411666,0.5069618089199369,0.5440535659523105,1.36,3.0,2013-01-07
Peng S.,Hsieh S.W.,2.169620139355377,1.9933052249985583,0.48504135814785726,0.5028161661612667,1.53,2.37,2013-01-07
Flipkens K.,Schiavone F.,2.77607934542788,1.8015577463923234,0.5204163668801135,0.5578369999695358,1.36,3.0,2013-01-07
Barthel M.,Barty A.,2.0589558128806837,-1.662974952213822,0.4822389976120738,1.7837571205216423,1.22,4.0,2013-01-07
Vinci R.,Petrova N.,2.4416778578132132,3.1042921838167383,0.4610425028206576,0.480170551728221,2.5,1.5,2013-01-07
Jankovic J.,Paszek T.,2.160663338330848,1.9087000996559365,0.510127002685994,0.5014483611519508,1.57,2.25,2013-01-07
Keys M.,Safarova L.,0.6736186193584401,2.2422204790325893,0.9725031068463258,0.5054212202207709,2.25,1.5,2013-01-07
Voskoboeva G.,Wickmayer Y.,1.2835111849664282,2.0824092144936577,0.5661630181681212,0.4680373347109875,2.0,1.72,2013-01-07
Morita A.,Hantuchova D.,1.0836821162937706,1.921023738834932,0.5440718451348077,0.4590777989857949,2.2,1.61,2013-01-07
Li N.,Mchale C.,3.820238911581919,1.6842087836611026,0.47459119556555845,0.5453295099297261,1.18,4.5,2013-01-07
Kuznetsova S.,Goerges J.,2.0140556898256494,2.1548292352086724,0.6402518265816474,0.4694069843750203,1.72,2.0,2013-01-07
Errani S.,Pliskova Ka.,2.8947816482219797,-0.52181035368515,0.47714147294679393,1.0429009235447704,1.12,6.0,2013-01-07
Date Krumm K.,Dellacqua C.,-0.15201952389695028,1.5862148009588295,0.6821135806967956,0.6044546068191786,1.4,2.75,2013-01-07
Zheng J.,Stosur S.,1.6105776252677348,2.8281645483429316,0.49431707524986357,0.4646449773251222,4.0,1.22,2013-01-07
Zakopalova K.,Babos T.,2.4298288866081235,1.001209928182948,0.4723441705598923,0.5992246761329456,1.4,2.75,2013-01-08
Vesnina E.,Shvedova Y.,2.3547996113058574,2.1365295132719546,0.5114745337795881,0.4938216685468591,1.66,2.1,2013-01-08
Davis L.,Cirstea S.,1.011814117599024,1.907853023301844,0.724508173649912,0.48411569651016545,2.37,1.53,2013-01-08
Barthel M.,Scheepers C.,2.0586558538910413,1.9845900957369054,0.4811573728565302,0.5094166892250181,1.36,3.0,2013-01-08
Stephens S.,Halep S.,2.565600605032542,2.210915056356923,0.505156113446711,0.5051105137053628,1.36,3.0,2013-01-08
Radwanska A.,Date Krumm K.,3.750607272178022,0.25842429955841545,0.460913500774362,0.6229249585118646,1.08,8.0,2013-01-08
Errani S.,Kirilenko M.,2.879569138212596,2.4256576716020737,0.47594496233745925,0.509578833333762,1.5,2.5,2013-01-08
Li N.,Morita A.,3.843541823409626,1.3214175711773612,0.4706210698423557,0.5198498357045418,1.16,5.0,2013-01-08
Cibulkova D.,Makarova E.,2.571386154678934,2.5660314903774903,0.47359641704206745,0.5064742988903681,1.53,2.37,2013-01-08
Vinci R.,Jankovic J.,2.5990235825116286,2.2734995486639407,0.447842996920702,0.49555561737780746,1.61,2.2,2013-01-08
Kerber A.,Voskoboeva G.,3.4253637870097555,1.5143590295366665,0.47680525032196036,0.5382186795989147,1.25,3.75,2013-01-08
Kuznetsova S.,Wozniacki C.,2.222278890083175,3.2478521728551057,0.6061407638599121,0.44594757014851044,3.5,1.28,2013-01-08
Keys M.,Zheng J.,1.4254250302978115,1.818596085383543,0.8351697522666139,0.47438722573715253,1.72,2.0,2013-01-08
Gajdosova J.,Govortsova O.,0.8942055325451513,1.4214192463001283,0.5452263522654135,0.5454515470075506,2.1,1.66,2013-01-09
Flipkens K.,Jovanovski B.,2.833379201852218,1.7678640275798176,0.5085375215542405,0.513611992301813,1.57,2.25,2013-01-09
Pironkova T.,Zakopalova K.,1.9515596085769167,2.4742397055843344,0.49547241419301236,0.46572182522992445,3.0,1.36,2013-01-09
Niculescu M.,Peng S.,1.8355266324914763,2.290650573999672,0.46873050694604806,0.47330086062042576,2.1,1.66,2013-01-09
Radwanska A.,Vinci R.,3.7572322762328616,2.6814070029574966,0.46088251771044536,0.4384954558530877,1.2,4.33,2013-01-09
Cibulkova D.,Errani S.,2.678014592297189,2.9698868174856257,0.4614571325096345,0.4651735877246446,2.75,1.4,2013-01-09
Li N.,Keys M.,3.856513928744566,1.8130858572544846,0.4678664196876785,0.762441562037585,1.22,4.0,2013-01-09
Kerber A.,Kuznetsova S.,3.453002342930888,2.5080949981363814,0.47176571651126614,0.5740637171015629,1.4,2.75,2013-01-09
Vesnina E.,Gajdosova J.,2.4610420309094088,1.0756506822942693,0.49864103713074454,0.5232521394735535,1.44,2.62,2013-01-10
Barthel M.,Pironkova T.,2.1741687723943697,2.1133824840899513,0.4704108188862804,0.4789739745410971,1.36,3.0,2013-01-10
Stephens S.,Davis L.,2.6846830313071557,1.3813063156711607,0.4928379224868122,0.6719577359864414,1.22,4.0,2013-01-10
Flipkens K.,Niculescu M.,2.90372555280679,1.966240732497214,0.49890460928665953,0.4555865257303418,1.53,2.37,2013-01-10
Radwanska A.,Li N.,3.80920641398988,3.87335588639219,0.4539480633969759,0.4654403205836867,2.1,1.66,2013-01-10
Cibulkova D.,Kerber A.,2.804832856669469,3.514889848354714,0.4494249401150851,0.4634624083069426,2.5,1.5,2013-01-10
Vesnina E.,Stephens S.,2.519978691515724,2.747838140267164,0.4907515381118957,0.48485587681289094,1.9,1.8,2013-01-11
Barthel M.,Flipkens K.,2.2848290218783385,2.9800226213477568,0.45923995787213445,0.4894709501955566,1.44,2.62,2013-01-11
Radwanska A.,Cibulkova D.,3.9133489742420036,2.9507500103792133,0.4447791985198298,0.43823899596077004,1.28,3.5,2013-01-11
Vesnina E.,Barthel M.,2.6622061762841636,2.4325115599092166,0.477958522467757,0.4476956760761417,2.1,1.72,2013-01-12
Goerges J.,Dushevina V.,2.0364430919364005,0.5499814376033079,0.4664568705154075,0.661026383182847,1.33,3.25,2013-01-14
Pliskova Kr.,Jones S.,0.922481008421756,0.09381849384136817,0.7960988582072939,0.9253670408671698,1.66,2.1,2013-01-14
Sharapova M.,Puchkova O.,4.425939408181441,1.420886216114051,0.5210975676526771,0.6865642375948808,1.01,23.0,2013-01-14
Li N.,Karatantcheva S.,3.762108896611556,0.7796183288638263,0.4548202939119752,0.6595487216600487,1.04,13.0,2013-01-14
Oprandi R.,Pironkova T.,1.1964393243744178,2.0039375763626417,0.5202390230278998,0.47020928408215323,2.5,1.5,2013-01-14
Govortsova O.,Parmentier P.,1.2292193155408235,1.5857219054328964,0.528862494223527,0.5296493652318819,1.53,2.37,2013-01-14
Cirstea S.,Vandeweghe C.,1.7301036995748031,1.334152833612873,0.47630858907950335,0.6380156577999913,1.72,2.0,2013-01-14
Williams V.,Voskoboeva G.,3.6362403265953405,1.468710829984959,0.5889465585976609,0.5351445663546329,1.2,4.33,2013-01-14
Stosur S.,Chang K.C.,2.6178760434011594,1.3903951672814847,0.4581239486985739,0.5343933394015625,1.25,3.75,2013-01-14
Radwanska A.,Bobusic B.,3.977382602939273,-1.6625316642833101,0.44115017994815203,1.7761688460990421,1.002,29.0,2013-01-14
Cornet A.,Erakovic M.,1.5171259935046526,1.4851453565746677,0.5193334857796406,0.5679879739276522,2.0,1.72,2013-01-14
Makarova E.,Larcherde Brito M.,2.4555249023281207,0.7101191249343233,0.49752605568727926,0.7447698578764032,1.12,6.0,2013-01-14
Flipkens K.,Bratchikova N.,2.8048590720105424,0.5544067066605652,0.4713072039745396,0.6072495129517705,1.16,5.0,2013-01-14
Doi M.,Martic P.,1.253689511493414,1.943013216593339,0.5771014173637027,0.5641538327699063,1.61,2.2,2013-01-14
Zakopalova K.,Scheepers C.,2.323900956704341,1.8665170354830731,0.4556808766544614,0.5003478207824169,1.5,2.5,2013-01-14
Jankovic J.,Larsson J.,2.1587056709763703,1.8767240196414812,0.48827636881137443,0.5232620028976884,1.28,3.5,2013-01-14
Koehler M.J.,Knapp K.,0.3602355270207179,1.259610046333106,1.196048306791007,0.6830483289571806,1.83,1.83,2013-01-14
Paszek T.,Voegele S.,1.7844182068301255,0.9529510989421853,0.49582646530086566,0.714308017612629,2.25,1.57,2013-01-14
Zheng J.,Zhang Y.,1.6905954631164029,0.0,0.4703287339005757,2.5,1.12,6.0,2013-01-14
Begu I.,Rus A.,2.1510564191347186,1.1923550586824825,0.5253267930125491,0.5798766418134702,1.33,3.25,2013-01-14
Dolonc V.,Rogowska O.,1.4080433934800407,-0.3771601152095547,0.8964082130493705,0.8012906701937039,1.16,5.0,2013-01-14
Kerber A.,Svitolina E.,3.358224965053827,-0.22682242959068988,0.4523619011885607,1.0472400041002314,1.07,9.0,2013-01-14
Bartoli M.,Medina Garrigues A.,2.5050652426130418,1.647574430996957,0.4807624079040814,0.5472657626562812,1.4,2.75,2013-01-14
Savinykh V.,Minella M.,0.7844894245025834,0.870176002549489,0.8316911499447356,0.5826124661875202,1.8,1.9,2013-01-14
Cibulkova D.,Barty A.,2.8866016435912702,-1.7678344427209638,0.43331381924383955,1.7194949663495318,1.18,4.5,2013-01-14
Hradecka L.,Bertens K.,1.8513093923584976,1.928409120458471,0.5351235210454699,0.5080921940671702,2.2,1.61,2013-01-14
Watson H.,Cadantu A.,2.1619462944637635,0.5849748730836402,0.514535867630951,0.5919311186629259,1.11,6.5,2013-01-14
Foretz S.,Giorgi C.,1.2516121183510327,1.3538819538742815,0.6797673043451559,0.6193753444809608,3.25,1.33,2013-01-14
Chan Y.J.,Hantuchova D.,1.2803297052557392,1.749925560035797,0.6679982121960463,0.4550230128566235,2.62,1.44,2013-01-14
Pervak K.,Barthel M.,1.9553879811527135,2.3428407463027194,0.5259906042358744,0.4383373128431159,2.75,1.4,2013-01-14
Keys M.,Dellacqua C.,1.7284388741990346,1.2474861418471532,0.739521077138908,0.5789891816845061,1.18,4.5,2013-01-14
Ivanovic A.,Czink M.,2.8507220070063104,0.9844923865697219,0.524340668012977,0.6183885667364609,1.05,11.0,2013-01-14
Vesnina E.,Garcia C.,2.754592459492484,-0.2656682896535539,0.4703393721446922,0.8808606377504435,1.1,7.0,2013-01-15
Kuznetsova S.,Dominguez Lino L.,2.39834839278993,1.5104535565711552,0.5596593862748321,0.5334710872143091,1.18,4.5,2013-01-15
Peng S.,Marino R.,2.146849403779032,0.936336939515703,0.4646871234507615,0.8527455425594447,1.16,5.0,2013-01-15
Peer S.,Panova A.,0.8650635156570414,1.0526351811362074,0.5975255047842556,0.6055551714253972,2.2,1.61,2013-01-15
Date Krumm K.,Petrova N.,0.2271599491573621,2.9423958031365576,0.6274796375423624,0.4732457759387309,3.75,1.25,2013-01-15
Wozniacki C.,Lisicki S.,3.0926987576769522,2.0266292667702204,0.4416804379827057,0.5473728260447484,1.44,2.62,2013-01-15
Hsieh S.W.,Arruabarrena-Vecino L.,1.8470583341252864,1.5927464955870196,0.497191055360798,0.6240252190995322,1.25,3.75,2013-01-15
Kirilenko M.,King V.,2.3113682633783608,1.3986858602104528,0.5022653033311064,0.5887879826073333,1.25,3.75,2013-01-15
Suarez Navarro C.,Errani S.,1.570935027232824,2.8348657093949687,0.49213026475343247,0.45874408017763435,7.0,1.1,2013-01-15
Lepchenko V.,Hercog P.,2.0410127386194956,1.9740435816711752,0.5168986335675417,0.5653874316738876,1.4,2.75,2013-01-15
Kvitova P.,Schiavone F.,2.971589222995109,1.7032696865487522,0.48655917687817013,0.5503358008641172,1.28,3.5,2013-01-15
Vinci R.,Soler Espinosa S.,2.6483448821425184,1.2734004649540815,0.4393405356443026,0.5428041101153517,1.1,7.0,2013-01-15
Azarenka V.,Niculescu M.,4.341384191909589,1.8999694658492696,0.48931028814388644,0.45258749035924495,1.02,17.0,2013-01-15
Putintseva Y.,Mchale C.,-0.61364803511195,1.639550320066026,1.5011475351770318,0.5447318335566558,2.5,1.5,2013-01-15
Williams S.,Gallovits E.,5.106725498485154,0.8887569084410638,0.5295328635826492,0.6688575883054141,1.0,41.0,2013-01-15
Beck A.,Shvedova Y.,0.9653095835224206,2.060937657617452,0.7793422388625812,0.49020308035608784,2.25,1.57,2013-01-15
Safarova L.,Lucic M.,2.0785214025257437,0.7852444390639294,0.4995812632855055,0.6438872008187565,1.18,4.5,2013-01-15
Jovanovski B.,Torro Flor M.T.,1.6822531981162867,-2.1944809578567313,0.508148343681772,1.6302316522742533,1.36,3.0,2013-01-15
Muguruza G.,Rybarikova M.,-1.6942821578292553,1.3625270726912284,1.7093682108425146,0.5419481223519745,2.2,1.61,2013-01-15
Vekic D.,Hlavackova A.,2.6598155747903864,1.82940881805995,0.9819859913331167,0.5879108388698773,2.0,1.72,2013-01-15
Robson L.,Oudin M.,1.6586428376542546,1.6261962350876238,0.5008295375182715,0.6059607890353423,1.18,4.5,2013-01-15
Stephens S.,Halep S.,2.616922448375071,2.1033338675925,0.4733333278706325,0.49984553492501477,1.22,4.0,2013-01-15
Mladenovic K.,Babos T.,1.377703890408878,0.905619230284279,0.7166294868810104,0.589194360454905,1.9,1.8,2013-01-15
Gavrilova D.,Davis L.,1.2577220314324304,1.2808891008286125,1.2333226911786537,0.6496711063438368,2.75,1.4,2013-01-15
Daniilidou E.,Pliskova Ka.,0.6739459594250237,-0.5796745474832028,0.5725474660164915,1.0284150541518793,2.0,1.72,2013-01-15
Morita A.,Tatishvili A.,1.307236478323575,1.4897555274942156,0.5202467817923865,0.570222066459378,1.57,2.25,2013-01-15
Amanmuradova A.,Johansson M.,0.1598428405437387,1.4783367429851613,0.7212789141810296,0.5921545612562927,1.9,1.8,2013-01-15
Kumkhum L.,Arvidsson S.,-1.9462752018794722,2.3500411438339976,1.753439498742096,0.4812584514797213,3.25,1.33,2013-01-15
Cepelova J.,Arn G.,1.5773937846438113,0.9680962365939859,0.7453401632425255,0.6746521908480713,2.2,1.61,2013-01-15
Tsurenko L.,Pavlyuchenkova A.,1.1048471261579536,2.580564444305242,0.5717516376511372,0.4742745472938709,3.5,1.28,2013-01-15
Hampton J.,Radwanska U.,2.14540214526812,2.0004963385802608,0.5302627277608644,0.4776851420343344,1.4,2.75,2013-01-15
Wickmayer Y.,Gajdosova J.,1.9487963277035043,1.0543092537266876,0.4626902407438398,0.5171696266060515,1.36,3.0,2013-01-15
Radwanska A.,Begu I.,3.9779664880794456,2.221120446258426,0.44304241812913814,0.5130844401774048,1.04,13.0,2013-01-16
Savinykh V.,Cibulkova D.,1.115866987899734,2.8768008169779304,0.7665957159690818,0.43574316849033573,6.5,1.11,2013-01-16
Flipkens K.,Zakopalova K.,2.813813586163638,2.403862670974153,0.46903539274930484,0.4470635032269277,2.25,1.57,2013-01-16
Kerber A.,Hradecka L.,3.347431512482049,1.9959693172689248,0.4532190776015871,0.5151533244569655,1.1,7.0,2013-01-16
Goerges J.,Oprandi R.,2.0788622482988486,1.385769962006,0.4612825457524991,0.5003104218584344,1.4,2.75,2013-01-16
Li N.,Govortsova O.,3.7742478539294537,1.4174833714300676,0.4548717195110795,0.5094825666753258,1.05,11.0,2013-01-16
Keys M.,Paszek T.,1.944958021046702,1.8698613733596696,0.6973187100346464,0.4864127068471323,1.36,3.0,2013-01-16
Makarova E.,Foretz S.,2.4869945427724556,1.4674025673561077,0.4916583623697717,0.6443938492372411,1.11,6.5,2013-01-16
Bartoli M.,Dolonc V.,2.5780419294467674,1.5094340391335619,0.4722541977334741,0.8546132177637223,1.28,3.5,2013-01-16
Zheng J.,Stosur S.,1.7266663848698418,2.6507314622355325,0.4693328297756409,0.45162048244193304,3.0,1.36,2013-01-16
Watson H.,Pervak K.,2.1969121719502858,2.1173061416265164,0.5066748097202807,0.5085823111917873,2.37,1.53,2013-01-16
Jankovic J.,Koehler M.J.,2.2774959492472853,1.1629953340809995,0.4767716812296769,0.9991269121669669,1.16,5.0,2013-01-16
Cirstea S.,Pliskova Kr.,1.8119322606163983,1.087618157874806,0.46634559850109525,0.7562964291484962,1.5,2.5,2013-01-16
Ivanovic A.,Chan Y.J.,2.8880220105527963,1.577885289119984,0.5181944979413499,0.6279659909881039,1.18,4.5,2013-01-16
Sharapova M.,Doi M.,4.4336166705179725,1.4527428095989747,0.5202645809775311,0.5509475663210921,1.002,29.0,2013-01-16
Williams V.,Cornet A.,3.668098184748426,1.6373952327604688,0.5811904445742153,0.5032513234720024,1.06,10.0,2013-01-16
Vinci R.,Amanmuradova A.,2.663344893968786,0.5714838288568291,0.4352258129778743,0.6628674324174597,1.14,5.5,2013-01-17
Morita A.,Beck A.,1.451881844482596,1.5231756244471855,0.5043013631340113,0.6846257413633619,2.37,1.53,2013-01-17
Vesnina E.,Lepchenko V.,2.7405674560251936,2.1472340579637486,0.47164840312037315,0.5020117019730153,1.5,2.5,2013-01-17
Kirilenko M.,Peng S.,2.3486716477129628,2.2317952886590486,0.4913305913248259,0.45731140477455434,1.66,2.1,2013-01-17
Azarenka V.,Daniilidou E.,4.348503534450796,0.7466622544863133,0.4878302307196172,0.5612438498812232,1.01,21.0,2013-01-17
Suarez Navarro C.,Putintseva Y.,1.761455683840142,0.9317464738353773,0.47403167189959367,1.0445557397918734,1.5,2.5,2013-01-17
Williams S.,Muguruza G.,5.101977396062738,0.4481638027507183,0.5313990020757985,1.0044326922681897,1.002,29.0,2013-01-17
Hampton J.,Kumkhum L.,2.2781759546056293,0.7075093765654352,0.5145009263320924,1.0421526765267368,1.18,4.5,2013-01-17
Wickmayer Y.,Cepelova J.,2.010354303360602,1.7371754014894305,0.45623286050467204,0.7055698913567621,1.25,3.75,2013-01-17
Tsurenko L.,Gavrilova D.,1.3782639041858507,1.879178980286434,0.5418124173528565,1.0594092461700324,1.33,3.25,2013-01-17
Kuznetsova S.,Hsieh S.W.,2.4961945378065575,1.9863357995545774,0.5441316961328784,0.48600535105389786,1.33,3.25,2013-01-17
Date Krumm K.,Peer S.,0.7682254472247055,1.0436648732246903,0.5762951890133434,0.5716196871883796,1.38,2.87,2013-01-17
Wozniacki C.,Vekic D.,3.117526156843929,2.9042773808412976,0.4367316070242171,0.9207717393559228,1.16,5.0,2013-01-17
Jovanovski B.,Safarova L.,1.718141892096506,2.1352019389819716,0.5065953240897046,0.49101190520612253,2.2,1.61,2013-01-17
Stephens S.,Mladenovic K.,2.659584430490697,1.5467077170251113,0.46589082360286,0.6805486550943822,1.14,5.5,2013-01-17
Robson L.,Kvitova P.,1.795729918200817,3.003347173944408,0.48694184945984986,0.47765175668885873,3.0,1.36,2013-01-17
Goerges J.,Zheng J.,2.1491162901109435,1.8962218378112738,0.4538979137819257,0.45566013277988293,1.66,2.2,2013-01-18
Kerber A.,Keys M.,3.382081494319969,2.17432726513983,0.4478624464749227,0.659779782460678,1.4,2.87,2013-01-18
Makarova E.,Bartoli M.,2.5341391298379015,2.6283962147688418,0.48295324700890135,0.4660768596043858,2.3,1.61,2013-01-18
Radwanska A.,Watson H.,4.010080919587104,2.3232580570838346,0.44044029594312195,0.49374466475360734,1.03,15.0,2013-01-18
Ivanovic A.,Jankovic J.,2.9341085796440587,2.326424552370596,0.5099359492507896,0.4719779996188014,1.4,2.87,2013-01-18
Li N.,Cirstea S.,3.8010937417379274,1.8838143678337598,0.4532417357543269,0.45969771847107843,1.07,9.0,2013-01-18
Flipkens K.,Savinykh V.,2.89972118301995,1.6717630907477599,0.46127098306465136,0.7034435160241783,1.18,4.5,2013-01-18
Sharapova M.,Williams V.,4.439058203964175,3.7090680172396406,0.5189622206392366,0.5732212624192105,1.2,4.5,2013-01-18
Azarenka V.,Hampton J.,4.362404148010642,2.3277067762220716,0.4891001305393698,0.5095068710663275,1.04,13.0,2013-01-19
Kuznetsova S.,Suarez Navarro C.,2.622647986120364,1.8134365484782433,0.5286936787941747,0.4674271929930918,1.2,4.5,2013-01-19
Kirilenko M.,Wickmayer Y.,2.462825919794661,2.090598702826262,0.4793116714313209,0.4487716998351306,1.4,2.75,2013-01-19
Vesnina E.,Vinci R.,2.826743469714026,2.6818515329674275,0.46462317285453325,0.43413699013271073,1.61,2.2,2013-01-19
Williams S.,Morita A.,5.113099102494583,1.5689863758047138,0.5329096258165615,0.49064246439730896,1.01,26.0,2013-01-19
Wozniacki C.,Tsurenko L.,3.2031566315330404,1.5345812725439498,0.43217495261853034,0.527761821458829,1.11,6.5,2013-01-19
Stephens S.,Robson L.,2.725970233224431,1.9956063961615504,0.46061535925859676,0.47140547151512907,1.53,2.37,2013-01-19
Jovanovski B.,Date Krumm K.,1.8684216554639466,0.9535428626217811,0.49033148786968656,0.5514299948693608,2.0,1.72,2013-01-19
Makarova E.,Kerber A.,2.6617434031113625,3.4370205684817874,0.4714561703798887,0.44358632807024523,3.5,1.28,2013-01-20
Sharapova M.,Flipkens K.,4.532250472807812,2.9492065458104593,0.5088589706541481,0.45689093771980516,1.01,21.0,2013-01-20
Li N.,Goerges J.,3.829022725318693,2.2420107590185943,0.4514446907631788,0.44572082251753786,1.16,5.0,2013-01-20
Radwanska A.,Ivanovic A.,4.0415793945260265,3.0277755366469448,0.4387031374791267,0.4991625239992719,1.2,4.5,2013-01-20
Kuznetsova S.,Wozniacki C.,2.7008415204901257,3.239207475178937,0.5159049891810304,0.4298452754166674,2.1,1.66,2013-01-21
Azarenka V.,Vesnina E.,4.390846586454256,2.93846093162796,0.48567012963405604,0.45710429707953865,1.07,9.0,2013-01-21
Stephens S.,Jovanovski B.,2.799731466439169,1.9352546226132306,0.4545386356914353,0.48149153792798766,1.28,3.75,2013-01-21
Williams S.,Kirilenko M.,5.1236758989615945,2.563307855708256,0.532944564376847,0.46950319213147074,1.04,13.0,2013-01-21
Li N.,Radwanska A.,3.8646502025740506,4.094702555333027,0.4488448873006263,0.43518609321970947,2.62,1.5,2013-01-22
Sharapova M.,Makarova E.,4.581001733742643,2.8203863361317856,0.5026514196279994,0.4596280093849555,1.05,11.0,2013-01-22
Azarenka V.,Kuznetsova S.,4.443780429570214,2.8658147186737772,0.48044714245207704,0.5010292138578474,1.08,8.0,2013-01-23
Stephens S.,Williams S.,2.8591925366838753,5.150999803421562,0.4487275629216958,0.5299141877533551,17.0,1.02,2013-01-23
Li N.,Sharapova M.,3.966157599961559,4.608003221419521,0.44128255985252174,0.4967176432825643,4.33,1.22,2013-01-24
Azarenka V.,Stephens S.,4.453604528412608,3.099577979567889,0.4717173453858398,0.4383043525534539,1.12,6.0,2013-01-24
Azarenka V.,Li N.,4.493825042270357,4.0993948739405495,0.4663611365114147,0.4350901934095,1.66,2.25,2013-01-26
Barthel M.,Radwanska U.,2.204602284505024,1.8627835306474654,0.4467945130638259,0.48243949650366746,1.25,3.75,2013-01-28
Zakopalova K.,Medina Garrigues A.,2.305879143032568,1.5275543417811417,0.45378788961911865,0.547572672158146,1.36,3.0,2013-01-28
Mchale C.,Parmentier P.,1.371639454017924,1.3923030412401833,0.5459406565239657,0.5286145015817305,2.37,1.53,2013-01-28
Wongteanchai V.,Beck A.,-1.5191969418454927,1.2633713249915555,2.0891514598535994,0.657114805464999,6.0,1.12,2013-01-28
Erakovic M.,Hsieh S.W.,1.3249065432176745,1.8800767438951427,0.5620090352794229,0.4874617182805587,3.0,1.36,2013-01-28
Panova A.,Begu I.,0.824543976215857,2.1589977803206426,0.59202607218069,0.5187963673972299,3.5,1.28,2013-01-28
Johansson M.,Chang K.C.,1.1876335575150372,1.2913405023374982,0.5777757330013944,0.5369584275145555,3.5,1.28,2013-01-28
Suarez Navarro C.,Niculescu M.,1.7422529281322574,1.8938848044241217,0.47106779832628803,0.46820548600244855,3.0,1.36,2013-01-29
Voegele S.,Pironkova T.,0.7652932047399348,1.817820307286666,0.6955718711468434,0.47496795776659445,1.57,2.25,2013-01-29
Cornet A.,Arvidsson S.,1.5980629524795404,2.090943425062513,0.5105449427027362,0.4876132392832865,2.5,1.5,2013-01-29
Mladenovic K.,Goerges J.,1.445150888434314,2.209928592368768,0.6661324724359247,0.4527248414107906,3.5,1.28,2013-01-29
Vinci R.,Halep S.,2.575895874822336,2.0119562158302755,0.43783034509552893,0.507026859065954,1.28,3.5,2013-01-29
Sevastova A.,Doi M.,1.0350951849226047,1.434385958372867,0.8095345703133565,0.561759428519614,1.83,1.83,2013-01-29
Kirilenko M.,Amanmuradova A.,2.533892267425729,0.526176604520492,0.47510977444390334,0.6558910774574993,1.14,5.5,2013-01-29
Cirstea S.,Mattek-Sands B.,1.850441191690557,1.6868735017463734,0.4695592146348771,0.672739656944119,1.66,2.1,2013-01-29
Rodionova An.,King V.,0.9924051589239794,1.2896672888121181,0.6849570781089862,0.5863801987532972,2.25,1.57,2013-01-29
Lisicki S.,Malek T.,1.9413815964665735,0.5989814749979899,0.550414550048763,0.8206853851895044,1.16,5.0,2013-01-29
Watson H.,Babos T.,2.2712667095673176,0.7599125091472518,0.4992624262532714,0.5852596472433145,1.28,3.5,2013-01-29
Kumkhum L.,Dellacqua C.,0.5147455705408239,1.2098826426277682,0.980156988403633,0.575275650832609,1.57,2.25,2013-01-29
Date Krumm K.,Scheepers C.,0.8520119591578215,1.7515151329254337,0.5469797852469733,0.504143534196616,1.72,2.0,2013-01-29
Bratchikova N.,Peer S.,0.5180280435497492,0.8776641904800588,0.6142849235043688,0.5594699884212233,1.83,1.83,2013-01-29
Wickmayer Y.,Pavlyuchenkova A.,1.9957786979330152,2.3525805972187674,0.4527864594831794,0.4749908748883401,1.72,2.0,2013-01-30
Bertens K.,Paszek T.,1.7959028811046733,1.7502269659710854,0.5097184744351272,0.4895048134391948,1.83,1.83,2013-01-30
Safarova L.,Dominguez Lino L.,1.9694615671970535,1.4322523998932002,0.4915143630907086,0.536921187038831,1.12,6.0,2013-01-30
Rybarikova M.,Razzano V.,1.128346915127577,1.4510259419641742,0.5422075352372834,0.6884988592451043,1.9,1.8,2013-01-30
Barthel M.,Vinci R.,2.271287833973289,2.642547157782456,0.43996839360296564,0.43023169087362484,2.0,1.72,2013-01-30
Bartoli M.,Mchale C.,2.5189963251780716,1.5043358169479446,0.4679683537549719,0.5256430805983784,1.28,3.5,2013-01-30
Kvitova P.,Voegele S.,2.8018630417886623,1.124178460854534,0.4767506981856389,0.6415935109883572,1.36,3.0,2013-01-30
Bertens K.,Cibulkova D.,1.9239624224250418,2.699929451065699,0.4935195876783994,0.444715327943021,3.5,1.28,2013-01-31
Suarez Navarro C.,Zakopalova K.,1.8592439931022984,2.3466274822212014,0.45894164286402256,0.4488188422205944,2.75,1.4,2013-01-31
Safarova L.,Cornet A.,2.058226718098687,1.7652874210364855,0.4792389454349134,0.49193315781424213,1.33,3.25,2013-01-31
Errani S.,Rybarikova M.,2.6359606245534883,1.2925014652748088,0.464148667102855,0.5228609434517091,1.25,3.75,2013-01-31
Mladenovic K.,Wickmayer Y.,1.7403535098212626,2.129383808593665,0.6252317552959448,0.4409554017898035,2.75,1.4,2013-01-31
Morita A.,Ivanovic A.,1.533840379623306,2.935791807562479,0.5054941861500385,0.49956732119886677,4.0,1.22,2013-01-31
Vesnina E.,Daniilidou E.,2.9074534373256604,0.7468163256909363,0.4622170060811945,0.5771033145841019,1.16,5.0,2013-01-31
Hantuchova D.,Puchkova O.,1.6147186167249317,1.3665289145986375,0.46780723040956407,0.6909942249895037,1.25,3.75,2013-01-31
Erakovic M.,Wongteanchai V.,1.5398232684281536,0.9250742550335099,0.5400438231206296,1.274746686474284,1.33,3.25,2013-01-31
Sevastova A.,Watson H.,1.3769674123937854,2.333453473086963,0.7394332300224898,0.49265290976938686,2.62,1.44,2013-01-31
