winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser,date
Jankovic J.,Tu M.,3.551768138707784,1.249217172315302,0.4072389308334668,0.4803374127346701,1.04,10,2007-06-20
Henin J.,Vaidisova N.,4.623946839247913,2.9225625494395855,0.5341792991189303,0.5304442690069723,1.14,5,2007-06-21
Petrova N.,Bammer S.,2.6504847368577553,2.5819332604933876,0.4860974412916555,0.4557985226886076,1.61,2.2,2007-06-21
Bartoli M.,Dementieva E.,1.5701951622164378,2.373670507032485,0.39941434465603287,0.4869892194137763,2.1,1.66,2007-06-21
Mauresmo A.,Peer S.,2.8276147482441933,2.602957102952526,0.48955477185970514,0.45607194605572504,1.25,3.75,2007-06-21
Safina D.,Pennetta F.,2.604869479254383,0.7375193303841232,0.44365971304234453,0.46182238953921273,1.16,4.5,2007-06-21
Jankovic J.,Bondarenko A.,3.5705180069258677,2.0029995286468503,0.4058434203998279,0.4502451631116441,1.1,6.5,2007-06-21
Chakvetadze A.,Kerber A.,3.022430874874124,1.588363894473916,0.4708730007138658,0.8376528890839239,1.08,7,2007-06-21
Hantuchova D.,Ivanovic A.,2.4742692677195444,3.341553035483585,0.4268993710090125,0.44489113441019773,3.75,1.25,2007-06-21
Henin J.,Bartoli M.,4.668931438852958,1.6858939556051002,0.5284318977451258,0.39202062470841165,1.04,10,2007-06-22
Mauresmo A.,Petrova N.,2.9502521505311186,2.7544274921048117,0.47799886968105004,0.4735840361067424,1.25,3.75,2007-06-22
Jankovic J.,Safina D.,3.597120879565876,2.6421121690158684,0.40346203219251436,0.4406032623343326,1.11,6,2007-06-22
Chakvetadze A.,Hantuchova D.,3.0800032121487035,2.617243856469182,0.46648896233473414,0.41897263139215646,2.37,1.53,2007-06-22
Henin J.,Mauresmo A.,4.6903523856484775,3.0568154709707294,0.526461124741962,0.46785359962941764,1.22,4.33,2007-06-23
Chakvetadze A.,Jankovic J.,3.1696600000109467,3.6504817512775936,0.4580383736045155,0.39992788434991006,3.5,1.28,2007-06-23
Kanepi K.,Malek T.,0.5340515556258016,0.38093929649757824,0.5183792079117836,0.725109702555852,1.83,1.83,2007-06-25
Vinci R.,Harkleroad A.,0.5216476588295343,0.2174638430615763,0.5557902709426856,0.6981466824989739,1.44,2.62,2007-06-25
Nakamura A.,Sucha M.,0.0627728017807757,-0.07474756972968878,0.6253651980529704,0.6994001255581587,1.33,3.25,2007-06-25
Granville L.,Wozniak A.,0.7185813702864481,0.07579627116325581,0.6224649846137907,0.6725693427694828,1.4,2.75,2007-06-25
Bammer S.,Lepchenko V.,2.4891905980076126,-1.257613353341899,0.4478903689165096,0.9219606366442396,1.07,7.5,2007-06-25
Peer S.,Tanasugarn T.,2.5201926561612167,0.27297219805920714,0.4487901578191085,0.6855039175462868,1.12,5.5,2007-06-25
Safarova L.,Ondraskova Z.,2.7690141875001912,1.224411250890475,0.4966215411255749,1.0064990104659777,1.05,9,2007-06-25
Schnyder P.,Pin C.,2.0973898520987206,0.6677650570883785,0.4607451506729123,0.5141872065420416,1.19,4.33,2007-06-25
Hingis M.,Cavaday N.,2.3940678424129045,0.6350953632020568,0.5647260435147856,1.3078886787436714,1.03,11,2007-06-25
Williams S.,Dominguez Lino L.,3.7348644906648807,0.8076013899223595,0.5380465920014872,0.5027721530912953,1.01,15,2007-06-25
Molik A.,Rodionova A.,0.6218543393934928,0.4613547452082667,0.5282519962261931,0.7193721018912953,1.33,3.25,2007-06-25
Dushevina V.,Bacsinszky T.,0.9731535794946886,0.3007994175948402,0.5706562327917527,0.8605258901901767,1.44,2.62,2007-06-25
Henin J.,Cravero J.,4.727809343673422,-0.9083023591942924,0.5218910013206947,1.4410768067272877,1.0,17,2007-06-25
Bartoli M.,Pennetta F.,1.67718121865587,0.7049949765086057,0.3954676915597583,0.46097570009108685,1.25,3.75,2007-06-25
Sequera M.,Schruff J.,1.620220502460369,0.28196789616019274,0.6116380083237318,0.5787198429177606,1.33,3.25,2007-06-26
Stosur S.,Brandi K.,1.959884708764961,-1.4491685596301869,0.49951982159700026,1.916016142547189,1.25,3.75,2007-06-26
Hantuchova D.,Pavlyuchenkova A.,2.562739156396207,0.0,0.4151705546414213,2.5,1.07,7.5,2007-06-26
Srebotnik K.,Baltacha E.,1.308202081016959,-0.24145806750224874,0.48199037925868493,1.4995104533127395,1.28,3.5,2007-06-26
Likhovtseva E.,Camerin M.E.,1.2711447809641168,0.3190017812216339,0.5009276192468393,0.5734198154028658,1.16,4.5,2007-06-26
Ozegovic N.,Groenefeld A.L.,0.1903013585451304,-1.2203088328698375,1.1812598186119774,0.8167576325008417,1.9,1.8,2007-06-26
Mauresmo A.,Jackson J.,3.0337749596678796,-1.778310981692728,0.4635553965618085,1.747462967902116,1.01,13,2007-06-26
O'brien K.,Kloesel S.,0.7993109234204636,-0.9670529517002996,1.3615802242836959,0.7273228501462086,1.36,3,2007-06-26
Vesnina E.,Poutchkova O.,0.5147035423922348,0.5318450769900354,0.5443829084713712,0.5687224331585607,1.38,2.87,2007-06-26
Bondarenko A.,Craybas J.,1.9632113661331092,0.5301863991038802,0.44886689591591983,0.5346304282339898,1.16,4.5,2007-06-26
Szavay A.,Birnerova E.,1.0492249250761578,-0.6840259702447088,0.6459129553239313,0.7039376259079287,1.16,4.5,2007-06-26
Krajicek M.,Obziler T.,0.9862861900569591,0.5419801879245733,0.5124683860282927,0.6658922997523372,1.08,7,2007-06-26
Daniilidou E.,Dulko G.,0.6554969902763408,0.9659882647475928,0.4857367199923956,0.47757011518371184,1.22,4,2007-06-26
Govortsova O.,Arn G.,-0.5188372734576111,0.6630062095290566,1.1945720955860735,0.673841463095745,1.4,2.75,2007-06-26
Loit E.,Sun T.T.,1.2493057245014152,-1.1379440016902769,0.4839782743682452,0.7848818306989159,1.44,2.62,2007-06-26
Jankovic J.,Keothavong A.,3.558209919534388,-2.0776652934037747,0.392713525315999,1.815301996246356,1.01,15,2007-06-26
Chakvetadze A.,Kerber A.,3.314204507034084,1.472885943515919,0.4511452069601305,0.7973362610924076,1.05,9,2007-06-26
Gajdosova J.,Shaughnessy M.,-0.3482593931233056,0.7657936480988043,0.682287524512025,0.49960775716272393,3.25,1.33,2007-06-26
Meusburger Y.,Razzano V.,0.5802536711256762,0.9970288014611809,0.7689220507575772,0.5079165466233573,3.39,1.3,2007-06-26
Sromova H.,Peng S.,-2.0161409357070066,1.4256708448615625,1.2791826716020922,0.6755279587023482,3.4,1.3,2007-06-26
Poutchek T.,Kutuzova V.,-0.5760088753925346,0.26168830596128617,0.8597230714377339,1.3881699309777848,1.83,1.83,2007-06-26
Cornet A.,Kirilenko M.,0.22981621506211083,0.7262319953384528,0.7319638380378252,0.5134860440909029,4.33,1.19,2007-06-26
Williams V.,Kudryavtseva A.,2.6991595902284673,0.8858018002610077,0.5382503481203701,0.667196091798473,1.04,9,2007-06-26
Sharapova M.,Chan Y.J.,3.1216269794199922,0.28356740318030077,0.48424044699434027,0.662709311061199,1.0,17,2007-06-26
Sugiyama A.,South M.,0.7941088424385567,0.9422279922534667,0.5438738519876505,1.2483112046414577,1.12,5.5,2007-06-26
Kuznetsova S.,Vakulenko J.,3.136858658060227,1.7925034585350932,0.44491596462530564,0.49632153559110725,1.1,6.5,2007-06-26
Mirza S.,Shvedova Y.,0.7568316710494136,1.467672466012911,0.5319361724221172,0.5990186349562013,1.38,2.87,2007-06-26
Mattek B.,Bardina V.,-0.15566351233970632,-0.007676861254096121,1.062805957110331,0.5900357055181941,1.44,2.62,2007-06-26
Petrova N.,King V.,2.6607039147756772,0.2542053908911447,0.4643395328992536,0.6116064055256242,1.16,4.5,2007-06-26
Vaidisova N.,Knapp K.,2.8944828215598974,0.7283598770238556,0.5269155206185199,0.600975402436499,1.03,11,2007-06-27
Golovin T.,Hsieh S.,3.0706517136433584,0.0,0.5608101548984405,2.5,1.12,5.5,2007-06-27
Pratt N.,Dellacqua C.,0.408252112740172,-0.6831370702280504,0.5598618514641135,1.0818516041587174,1.66,2.1,2007-06-27
Paszek T.,Zahlavova Strycova B.,1.884907243694783,0.7603474754947216,0.7052316748478001,1.345455483867842,1.16,4.5,2007-06-27
Azarenka V.,Kostanic Tosic J.,1.7178016581911568,0.7199996364655988,0.5218993591523845,0.7558233327969877,1.16,4.5,2007-06-27
Benesova I.,Castano C.,-0.3860172580092923,0.43863098409540946,0.6593583243585937,0.5478890767715978,1.9,1.8,2007-06-27
Garbin T.,Yan Z.,1.5584486354082008,-0.4989849450155403,0.49606223633689417,0.9801463388033671,2.0,1.72,2007-06-27
Dementieva E.,Dechy N.,2.208652483159028,1.228643211659436,0.47367000568047046,0.5164742687290391,1.53,2.37,2007-06-27
Tu M.,Gallovits E.,1.2444804045107818,1.2816722061273986,0.48310117408581993,0.7168859993096294,1.22,4,2007-06-27
Schiavone F.,Kremer A.,1.1009768265691564,-0.11032786259541333,0.5197276373370731,0.6971776242978408,1.19,4.33,2007-06-27
Ivanovic A.,Czink M.,3.192490668760465,-0.5356446533938707,0.435498434265872,0.7119246685700531,1.01,13,2007-06-27
Safina D.,Bondarenko K.,2.5905281569625203,0.4445577024596229,0.43740420571983063,0.5812401379216617,1.08,7,2007-06-27
Muller M.,Smashnova-Pistolesi A.,0.5680151045785682,-1.8491360535060588,0.5061265900684457,1.8204587359963944,1.25,3.75,2007-06-27
Santangelo M.,Morita A.,2.1362687023132603,0.871819722977108,0.44523035547261336,0.9304535544037171,1.22,4,2007-06-27
Rezai A.,Perry S.,0.7527138872069018,-0.505233391757969,0.5295467777534854,0.8716855149969959,2.62,1.44,2007-06-27
Radwanska A.,Pironkova T.,1.211377495157487,-0.2922235676733481,0.5797348289782669,0.7519180177169692,1.25,3.75,2007-06-27
Morigami A.,Brianti A.,0.8859485382512915,-0.8723802156252753,0.5665358176295068,0.7171080272447016,1.25,3.75,2007-06-27
Wozniacki C.,Yakimova A.,0.6607874468303571,-0.0966776250289585,0.7579712134742326,0.8042659615446862,1.36,3,2007-06-27
Perebiynis T.,Gagliardi E.,-2.3929295694236727,-1.213912392989765,1.837804210840662,1.270584052982894,1.53,2.37,2007-06-27
Bremond S.,Bychkova E.,-0.8057831298452122,-0.1779614332482347,0.60167067559711,0.7100693787332267,1.5,2.5,2007-06-27
Ruano Pascual V.,Medina Garrigues A.,0.04292365402248774,2.0749414414264167,0.7846565894100317,0.43948821730895665,4.0,1.22,2007-06-27
Williams S.,Molik A.,3.764095096486737,0.7042440656129463,0.5357754845675226,0.5101834838340826,1.05,9,2007-06-27
Bartoli M.,Govortsova O.,1.6836721252276556,0.32808807969024434,0.39235577971647045,0.9976914532591893,1.14,5,2007-06-27
Granville L.,Bammer S.,0.8646850932578154,2.472308001164103,0.5965130416749721,0.45109950626117484,4.33,1.19,2007-06-27
Vesnina E.,Loit E.,0.6284919347416885,1.265219999826,0.5212054602995246,0.48067007449364146,1.61,2.2,2007-06-27
Hingis M.,Nakamura A.,2.4554799610189733,0.2243679196069065,0.558537690028755,0.5937892611346886,1.19,4.33,2007-06-27
Peer S.,Kanepi K.,2.560220935682515,0.6303827229089985,0.44681766354617714,0.5037185449344094,1.11,6,2007-06-27
Jankovic J.,Gajdosova J.,3.565782322850236,0.022704650956878805,0.394353704093694,0.6323638987359734,1.01,13,2007-06-27
Sequera M.,Stosur S.,1.673075689986591,1.9635337791806673,0.5958586517641228,0.49914587424072376,4.33,1.19,2007-06-27
Henin J.,Dushevina V.,4.747150925774106,1.0869579806582488,0.5248896424472973,0.5556393588106211,1.01,13,2007-06-27
Srebotnik K.,Ozegovic N.,1.3691107541833027,0.4109366135935192,0.47874180823301915,1.086845588848182,1.4,2.75,2007-06-28
Krajicek M.,O'brien K.,1.0924627192210288,1.0696408589838118,0.5011422544497418,1.2423878744531276,1.14,5,2007-06-28
Hantuchova D.,Likhovtseva E.,2.5598972070906867,1.3479603841766894,0.416727795565061,0.48858114576530687,1.2,4.33,2007-06-28
Chakvetadze A.,Poutchek T.,3.340036696654332,-0.1937207815634875,0.4492605922418417,0.7924120210171668,1.03,11,2007-06-28
Schnyder P.,Vinci R.,2.116044380322871,0.663148881293937,0.45712067124708666,0.5365952872445907,1.57,2.25,2007-06-28
Bondarenko A.,Szavay A.,1.9850366039879668,1.1183575707928644,0.4442272097920154,0.625175290918566,1.3,3.4,2007-06-28
Dementieva E.,Benesova I.,2.273787240894701,-0.08069990466400138,0.46650662404306537,0.6128748468706651,1.11,6,2007-06-28
Rezai A.,Schiavone F.,0.7963912222974048,1.1733420767937621,0.5177338674297243,0.5064837348626346,3.0,1.36,2007-06-28
Azarenka V.,Garbin T.,1.7839812127248094,1.603127312443181,0.5119766000045954,0.4897976994450301,1.53,2.37,2007-06-28
Vaidisova N.,Pratt N.,2.9220070213448857,0.5117016121686061,0.5217236867751198,0.546394019228905,1.03,11,2007-06-28
Ivanovic A.,Tu M.,3.193205570315349,1.3614834941041607,0.43573417828569644,0.4713835021507856,1.03,11,2007-06-28
Paszek T.,Golovin T.,2.020469779695869,3.081425039240537,0.6829218352750847,0.559225583320413,1.9,1.8,2007-06-28
Safarova L.,Daniilidou E.,2.813718465064001,0.780034397278841,0.4931297035283676,0.4689327703804892,1.38,2.87,2007-06-28
Santangelo M.,Wozniacki C.,2.183932284643934,0.8292951941002816,0.44019443099332173,0.7182298376885643,1.3,3.4,2007-06-28
Kuznetsova S.,Mattek B.,3.1818394697033714,0.3505532341720653,0.4418578491977893,0.9142501742827243,1.2,4,2007-06-28
Williams V.,Sromova H.,2.7676654395190434,-0.5022810611913897,0.5301674664781773,0.9399911498589676,1.03,11,2007-06-28
Morigami A.,Safina D.,0.9956379826578811,2.6189629079046197,0.5531432173166729,0.4347849404859417,7.0,1.08,2007-06-28
Sugiyama A.,Cornet A.,0.9037952251595559,0.6153868512829481,0.5309737060264049,0.6744188435427737,1.33,3.25,2007-06-28
Ruano Pascual V.,Perebiynis T.,0.6269304462468488,-1.1690742644829082,0.6895664424784104,1.3652227023577916,2.2,1.61,2007-06-28
Radwanska A.,Muller M.,1.2600747774493812,0.6115324398846688,0.5694684537613487,0.5017916004803242,1.22,4,2007-06-28
Petrova N.,Mirza S.,2.6672871202559056,0.9161002901030911,0.46425974476016685,0.5124915697946425,1.16,4.5,2007-06-28
Sharapova M.,Bremond S.,3.1460676288260214,-0.5784422947886146,0.48371437705778986,0.5632917356894271,1.02,12,2007-06-28
Mauresmo A.,Meusburger Y.,3.0292896690093403,0.9322245123310169,0.4642906909327444,0.7121392798305507,1.01,15,2007-06-28
Henin J.,Vesnina E.,4.776868494839999,0.7822603200458401,0.5239251117470513,0.5010010949183954,1.0,17,2007-06-29
Krajicek M.,Chakvetadze A.,1.1791957785891805,3.3482727441987024,0.4897019989833696,0.45008521107465443,4.5,1.16,2007-06-29
Schnyder P.,Bondarenko A.,2.159203878747836,2.0451212956074847,0.45170989629153896,0.43826100555609615,2.1,1.66,2007-06-29
Hantuchova D.,Srebotnik K.,2.6046458521556275,1.4394245659276537,0.4123001461079217,0.4715788253134656,1.12,5.5,2007-06-29
Bartoli M.,Peer S.,1.7547750504382893,2.584475225089955,0.39147393188857343,0.4447431818764152,2.5,1.5,2007-06-29
Jankovic J.,Safarova L.,3.5896553958494817,2.850341434060802,0.39596660290178226,0.487517306490066,1.06,8,2007-06-29
Granville L.,Hingis M.,1.2000475194833187,2.4877830186305214,0.5594119106898308,0.5525587719030375,5.5,1.12,2007-06-29
Williams S.,Sequera M.,3.7884094119011187,1.9166614185311324,0.5336001270558345,0.5756810110096651,1.01,13,2007-06-29
Mauresmo A.,Santangelo M.,3.0445207131697822,2.234981192711182,0.4610234198939657,0.4360560458995998,1.03,11,2007-06-30
Sharapova M.,Sugiyama A.,3.186795820602778,1.0095625461400715,0.4844648622404203,0.5151186309057876,1.02,12,2007-06-30
Williams V.,Morigami A.,2.8072679565015344,1.302086819131559,0.531383566076219,0.5281238323246609,1.07,7.5,2007-07-02
Paszek T.,Dementieva E.,2.3742578101263248,2.2901560002347914,0.6462202268679351,0.46818715321948146,2.75,1.4,2007-07-02
Ivanovic A.,Rezai A.,3.2298541860285646,0.9804116646581953,0.4360881125319179,0.500669117703418,1.03,11,2007-07-02
Petrova N.,Ruano Pascual V.,2.692694831169874,0.7023114765053444,0.4625774442896187,0.6757145097944768,1.04,10,2007-07-02
Kuznetsova S.,Radwanska A.,3.189069497481701,1.3489203421352958,0.44533191199778116,0.5529121264654349,1.25,3.75,2007-07-02
Vaidisova N.,Azarenka V.,2.9817308533387035,1.9236820315209366,0.5217964170440231,0.5034996020832279,1.14,5,2007-07-02
Henin J.,Schnyder P.,4.780801689519537,2.2479164466202235,0.5259749164295778,0.4450428686749965,1.01,15,2007-07-02
Williams S.,Hantuchova D.,3.833210715108179,2.6297272012867245,0.528737138428184,0.4104527943497018,1.08,7,2007-07-02
Krajicek M.,Granville L.,1.4714006492129823,1.4706182085787278,0.47304805009600215,0.5344882881297863,1.36,3,2007-07-02
Bartoli M.,Jankovic J.,1.868172614901748,3.635847438208863,0.3902067023960473,0.39657893638257985,7.0,1.1,2007-07-03
Kuznetsova S.,Paszek T.,3.2253744285436623,2.575617061585727,0.44188414475259724,0.617336041679919,1.3,3.5,2007-07-03
Vaidisova N.,Mauresmo A.,3.067660279036113,3.113122780578835,0.512663697416039,0.4568242731101544,4.0,1.25,2007-07-03
Ivanovic A.,Petrova N.,3.2515066082283743,2.7165147455451213,0.4340431865134258,0.4589742333341876,1.5,2.62,2007-07-03
Williams V.,Sharapova M.,2.85215290294617,3.222815379139785,0.5230577763720962,0.4839958010245614,3.39,1.33,2007-07-04
Bartoli M.,Krajicek M.,2.0320143789396545,1.5980252550077894,0.38255708565468965,0.46288220935455066,1.66,2.2,2007-07-04
Henin J.,Williams S.,4.808487513176806,3.917892336570939,0.5245866432774992,0.5199412352443039,1.25,4,2007-07-04
Williams V.,Kuznetsova S.,3.01037504685608,3.299100567931517,0.5094004881420778,0.4372997482623701,1.38,3,2007-07-05
Ivanovic A.,Vaidisova N.,3.3150120505315885,3.193049244689996,0.4291997647716258,0.4998276958317293,2.1,1.72,2007-07-05
Williams V.,Ivanovic A.,3.161607304424224,3.3963071618545566,0.49685970008285296,0.4225715664347102,1.22,4.33,2007-07-06
Bartoli M.,Henin J.,2.0901504387306034,4.869737500045768,0.3795705327017245,0.5174386975533586,17.0,1.01,2007-07-06
Williams V.,Bartoli M.,3.2999606096240846,2.2915172093788643,0.4856600847106164,0.3730473681666683,1.2,4.5,2007-07-07
Morigami A.,Pin C.,1.2924954487189886,0.6980942104540212,0.5366081896873971,0.5302793742424224,1.5,2.5,2007-07-16
Birnerova E.,Krajicek M.,-0.6756313788880753,1.5170629880385935,0.6954025743226503,0.46768218872139145,6.5,1.1,2007-07-16
Kloesel S.,Pironkova T.,-1.0504219672369297,-0.3628236194081432,0.7277849526263487,0.7453404865084653,2.62,1.44,2007-07-16
Pennetta F.,Rezai A.,0.61458833828148,1.009108319954781,0.4822165718085287,0.512228522047911,1.8,1.9,2007-07-16
Osterloh L.,Kutuzova V.,-1.1575501043334253,-0.6160917517083335,1.0717601862469366,1.199260838220387,1.5,2.5,2007-07-17
Mirza S.,Spears A.,0.8637602645538583,-0.03096515672784529,0.5254971220612973,1.197570371353866,1.14,5,2007-07-17
Tatishvili A.,Nakamura A.,-2.591406107012505,0.2132520575211919,1.6842650411870894,0.6011613832005129,3.4,1.3,2007-07-17
Lepchenko V.,Flower K.,-1.3491866795648957,0.0,0.9316689398663595,2.5,1.14,5,2007-07-17
Schultz McCarthy B.,Castano C.,-1.6420325504514992,0.24136345149498017,1.8571703468874983,0.5499701797284738,2.1,1.66,2007-07-17
Perianu A.,Czink M.,0.0,-0.5039470771717565,2.5,0.7286114799567422,2.1,1.66,2007-07-17
Amanmuradova A.,Hsu C.,1.0619358797388256,0.0,1.0930492746359985,2.5,1.2,4.33,2007-07-17
Vesnina E.,Bachmann A.,0.8015281256217288,0.0,0.522996571741305,2.5,1.16,4.5,2007-07-17
Craybas J.,Glatch A.,0.4685031574317687,0.0,0.547339084247423,2.5,1.4,2.75,2007-07-17
Kerber A.,Rodionova A.,1.4305628490346916,0.3134798095488724,0.7766831212733798,0.6951126664136621,1.8,1.9,2007-07-17
Zakopalova K.,Disderi S.,0.6057153426386885,0.0,0.7970614215484843,2.5,1.14,5,2007-07-17
Loit E.,Martinez-Sanchez M.J.,1.1198759576755888,0.0,0.48964935843460006,2.5,1.25,3.75,2007-07-17
Cirstea S.,Kanepi K.,1.667284290470696,0.581684790191732,0.9781402796070713,0.5195248790287275,2.25,1.57,2007-07-17
Bychkova E.,Ivanova E.,-0.41438465527738755,-0.9966642102303389,0.6871617938629775,2.069057108617652,1.4,2.75,2007-07-17
Gallovits E.,Camerin M.E.,1.0941681134036476,0.23138185407747489,0.6781063243655946,0.5782132987188029,1.83,1.83,2007-07-17
Dominguez Lino L.,Serra Zanetti A.,0.8105554055030824,0.0,0.524006207703526,2.5,1.14,5,2007-07-17
Szavay A.,Olaru I.,0.9999995325210322,2.3134842723185116,0.6124885851465103,0.7537996828602231,1.66,2.1,2007-07-17
Muller M.,Klepac A.,0.5174409588210717,-0.25491642800354236,0.5134815912129699,0.9028960479681402,1.5,2.5,2007-07-17
Radwanska A.,Koryttseva M.,1.281880653595126,-2.4189490487435688,0.5590592145474013,1.700151569272137,1.14,5,2007-07-17
Errani S.,Razzano V.,1.4400345228446358,0.8373483682667043,0.8793997096588801,0.5188421166590315,2.0,1.72,2007-07-17
Knapp K.,Vinci R.,0.7016199718544833,0.615697388436949,0.6115603364524096,0.5479605535099468,1.61,2.2,2007-07-17
Govortsova O.,Jidkova A.,0.2203362138627178,-1.0048454483112543,0.9274803406321309,1.2978818704345634,1.39,2.75,2007-07-18
Chakvetadze A.,Poutchek T.,3.08716385115249,-0.28928632087728456,0.4519660700362589,0.8066930576440342,1.04,9,2007-07-18
Schnyder P.,Adamczak M.,2.2248048922539105,0.21460042662401996,0.46282532454681785,1.8222999659122219,1.07,7.5,2007-07-18
Yuan M.,Dellacqua C.,-0.7441906731376138,-0.9508464085301803,0.9801302863391252,1.0222767653535734,2.25,1.57,2007-07-18
Mirza S.,Lepchenko V.,0.9251858905976735,-0.928534443899452,0.5166559799604347,0.8612394542085515,1.3,3.39,2007-07-18
Osterloh L.,Tatishvili A.,-0.566010103239187,-0.6270007317181899,0.9155917118208824,1.082283295370675,1.33,3.25,2007-07-18
Morigami A.,Kerber A.,1.3805940017292144,1.5819774882115794,0.5228743396787351,0.7390253872715656,1.53,2.37,2007-07-18
Nagy K.,Malek T.,-1.758740783936634,0.21735483481629408,1.7933139139316352,0.7066558200778414,2.0,1.72,2007-07-18
Muller M.,Martinez Granados C.,0.618219007134032,-1.6270877330954772,0.5012873705229289,1.334341753162883,1.25,3.75,2007-07-18
Errani S.,Birnerova E.,1.7114130433226251,-0.14337553795495164,0.8190424452843456,0.6243800224958395,1.36,3,2007-07-18
Pennetta F.,Gallovits E.,0.7804129388355656,1.2326350310521712,0.4669744342177196,0.6510916842325826,1.44,2.62,2007-07-18
Chakvetadze A.,Perianu A.,3.080344929883186,1.4372383606251777,0.4524765528912624,1.901266764413918,1.05,8.5,2007-07-19
Vesnina E.,Yuan M.,0.8516386078695416,-0.38975920397980135,0.519309523982773,0.8909840214509678,1.25,3.75,2007-07-19
Govortsova O.,Craybas J.,0.40575662668199064,0.5453001466003194,0.8810521519963769,0.5430433142288548,2.25,1.57,2007-07-19
Amanmuradova A.,Mattek B.,1.2963870221999318,0.29843393153704545,1.051126202545845,0.9039181776710945,2.5,1.5,2007-07-19
Szavay A.,Bychkova E.,1.2995004534722134,-0.3126183743520372,0.5857877035913237,0.6706432629269105,1.25,3.75,2007-07-19
Loit E.,Nagy K.,1.2103275598122223,-0.008256482369390018,0.48732512019065233,1.1810714841875103,1.33,3.25,2007-07-19
Dominguez Lino L.,Cirstea S.,0.8895837756076125,2.0263545853193903,0.519837245257044,0.9049404712925889,1.72,2,2007-07-19
Radwanska A.,Zakopalova K.,1.3252535185930183,0.7494945862170767,0.555964169166238,0.7819098123196985,1.28,3.5,2007-07-19
Knapp K.,Kloesel S.,0.8989598209808534,-0.7477545998724847,0.5835187509350068,0.6701085861596764,1.33,3.25,2007-07-19
Schnyder P.,Schultz McCarthy B.,2.261666342815161,0.17413030263226786,0.46216223122466493,1.221630762884507,1.1,6.5,2007-07-20
Chakvetadze A.,Vesnina E.,3.1204734615576624,0.9286489383590455,0.4508506294685213,0.5097574197798228,1.14,5,2007-07-20
Mirza S.,Govortsova O.,0.9720973606892418,0.7928229790482446,0.5106908062298192,0.8014413117917937,1.39,2.75,2007-07-20
Amanmuradova A.,Osterloh L.,1.5828733374607,-0.2431159084914276,0.9717910683647925,0.8368122961210533,2.25,1.57,2007-07-20
Knapp K.,Loit E.,0.9317077565312948,1.2726880811037211,0.5680677592896906,0.48155314516203707,2.1,1.66,2007-07-20
Szavay A.,Radwanska A.,1.3667616524884425,1.427184147898432,0.5734591715898988,0.5413754003344365,2.2,1.61,2007-07-20
Errani S.,Dominguez Lino L.,1.846073241882251,1.0803337610125126,0.7925686638542586,0.501676407718191,1.72,2,2007-07-20
Muller M.,Pennetta F.,0.6399098664687529,0.8935162799808947,0.49789390188129834,0.4568930815832406,2.75,1.4,2007-07-20
Morigami A.,Schnyder P.,1.534508254964302,2.3009468949451297,0.5099071896301577,0.4590312256709246,4.5,1.16,2007-07-21
Morigami A.,Amanmuradova A.,1.534508254964302,1.7315343743192746,0.5099071896301577,0.9264531196845822,1.33,3.25,2007-07-21
Muller M.,Knapp K.,0.7716307350708552,1.114739657749797,0.4807918553833738,0.5440514179691276,1.8,1.9,2007-07-21
Szavay A.,Errani S.,1.5300118702991932,2.023604603891929,0.5538438116800753,0.7528220149674469,1.8,1.9,2007-07-21
Chakvetadze A.,Mirza S.,3.1563568024652313,1.0924309756883637,0.44879323831168294,0.49950931268877324,1.25,3.75,2007-07-22
Chakvetadze A.,Morigami A.,3.1563568024652313,1.836170781315306,0.44879323831168294,0.48084346516018817,1.22,4,2007-07-22
Szavay A.,Muller M.,1.7133166303200218,0.90944194926219,0.5376164681960317,0.4667026764827444,1.83,1.83,2007-07-22
Ruano Pascual V.,Ozegovic N.,0.6554610568132588,0.11325118789332546,0.6792283599914677,0.9894830263994596,1.9,1.8,2007-07-23
Birnerova E.,Benesova I.,-0.13427596771608397,-0.05352842250585763,0.6168119007473852,0.626079255571361,2.5,1.5,2007-07-23
Gallovits E.,Rezai A.,0.9781751924551384,0.8447982722300493,0.6134056834551083,0.5041444979221764,2.5,1.5,2007-07-23
Tu M.,Shaughnessy M.,1.361336250147386,0.6289848877116214,0.4992298714062791,0.5135285499046257,2.1,1.66,2007-07-23
Knapp K.,Hoch E.,0.9377656125572865,0.0,0.5234621700916702,2.5,1.04,10,2007-07-24
Kanepi K.,Olaru I.,0.5156020797487154,1.9607388366029999,0.5159982586848324,0.6936998790825968,2.37,1.53,2007-07-24
Peng S.,Bovina E.,0.937742512943558,-1.8296086590352292,0.6627051457291727,1.7235470511788518,1.12,5.5,2007-07-24
Srebotnik K.,Poutchkova O.,1.3541693849313912,0.4278818688187768,0.49550279572116585,0.5798704549201092,1.25,3.75,2007-07-24
Daniilidou E.,Liu A.,0.7936815446559001,0.0,0.4962098943299213,2.5,1.12,5.5,2007-07-24
Osterloh L.,Craybas J.,-0.3789970719018773,0.41925135993699136,0.8066329861452183,0.5327405816646209,2.25,1.57,2007-07-24
Govortsova O.,Castano C.,0.5480833854604742,0.05387898582062177,0.7426347749971958,0.5439306129670575,1.36,3,2007-07-24
Kirilenko M.,Azarenka V.,0.5734705302123193,1.9432629052807744,0.5307431248964224,0.5179212633454952,2.62,1.44,2007-07-24
